NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,last review safra
One bedroom suite in Classic NYC Brownstone,36322039529,unconfirmed,Fatou,Manhattan,East Harlem,40.80855,-73.93788,United States,US,True,flexible,Private room,2005.0,397.0,79.0,3,1,2021-10-11,0,3.0,1.0,359,,2110
5Subway take you to Manhattan Good room,29599558931,unconfirmed,Momoyo,Queens,Woodside,40.74311,-73.89789,United States,US,False,strict,Private room,2014.0,528.0,106.0,7,3,2021-10-11,0,4.0,126.0,2,,2110
Beautiful modern studio in midtown east/UES,60588293807,unconfirmed,Nathan,Manhattan,Midtown,40.75962,-73.96679,United States,US,True,flexible,Entire home/apt,2007.0,842.0,168.0,30,4,2021-10-11,0,5.0,37.0,309,,2110
Central Park Apts Furnished Studio rental 24,41371785305,verified,JRAC Manhattan Realty,Manhattan,Upper West Side,40.79715,-73.96341,United States,US,True,moderate,Entire home/apt,2016.0,290.0,58.0,30,2,2021-10-11,0,4.0,34.0,152,,2110
Cozy Queens 1 Bedroom 15 Min From Manhattan,11893250177,verified,Charles,Queens,Sunnyside,40.74536,-73.91245,United States,US,True,flexible,Entire home/apt,2013.0,346.0,69.0,30,1,2021-10-11,0,5.0,1.0,0,,2110
Newly Reno~Newly furnished~Prime Location~2BR*,47811809842,verified,Eran,Manhattan,Hell's Kitchen,40.76289,-73.99263,United States,US,False,flexible,Entire home/apt,2020.0,228.0,46.0,30,1,2021-10-11,0,5.0,33.0,250,,2110
Spacious Penthouse suite in East Flatbush,63825579459,verified,Tamara,Brooklyn,Flatbush,40.63273,-73.94853,United States,US,False,moderate,Entire home/apt,2015.0,600.0,120.0,3,3,2021-10-11,0,3.0,2.0,180,,2110
Comfortable  2BR apartment close to everything,80602382199,verified,Nen,Staten Island,Stapleton,40.62723,-74.08004,United States,US,False,strict,Private room,2018.0,117.0,23.0,2,5,2021-10-11,0,5.0,3.0,337,,2110
Large Sunny Artist Loft with Balcony,33392212869,verified,Michal,Brooklyn,Bedford-Stuyvesant,40.69313,-73.94461,United States,US,False,strict,Entire home/apt,2007.0,332.0,66.0,7,1,2021-10-11,0,3.0,1.0,158,,2110
Entire Artist’s Loft,92418840129,verified,Ansley,Brooklyn,Bushwick,40.69876,-73.91202,United States,US,True,strict,Entire home/apt,2012.0,866.0,173.0,2,2,2021-10-11,0,3.0,1.0,0,,2110
Condo-Style Suite at Wyndham Midtown NYC Resort,64102230159,unconfirmed,Joy,Manhattan,Civic Center,40.71345,-74.00503,United States,US,True,strict,Private room,2007.0,1015.0,203.0,3,1,2021-10-11,0,4.0,2.0,36,,2110
Blue Moon Hotel | Bright Double Queen with Balcony,77918149324,verified,Blue Moon,Manhattan,Lower East Side,40.71938,-73.98889,United States,US,True,strict,Entire home/apt,2008.0,244.0,49.0,1,3,2021-10-11,0,2.0,27.0,358,,2110
Peaceful apartment in Tribeca  - NYC,51889594350,unconfirmed,Stella,Queens,Astoria,40.75586,-73.92785,United States,US,True,moderate,Entire home/apt,2006.0,186.0,37.0,1,2,2021-10-11,0,4.0,5.0,90,,2110
Stylish Apartment with office space Near SoHo!,83430723074,verified,Uli,Manhattan,Lower East Side,40.72314,-73.99108,United States,US,False,flexible,Entire home/apt,2007.0,50.0,10.0,30,117,2021-10-10,0,5.0,2.0,200,,2110
Garage Studio Designer Loft,21373043972,verified,Mihalis,Brooklyn,Williamsburg,40.71345,-73.94289,United States,US,True,strict,Entire home/apt,2004.0,451.0,90.0,2,84,2021-10-10,0,3.0,1.0,336,,2110
"Your Haven Awaits At ""Emma's Place""",19671690177,unconfirmed,Lady Jay,Brooklyn,Bedford-Stuyvesant,40.68463,-73.92367,United States,US,True,strict,Entire home/apt,2003.0,263.0,53.0,30,91,2021-10-10,0,4.0,1.0,338,,2110
Modern 1-Bed Near Central Park,10270624575,unconfirmed,AFI Apartments,Manhattan,Upper East Side,40.77262,-73.95598,United States,US,True,moderate,Entire home/apt,2017.0,1020.0,204.0,30,6,2021-10-10,0,5.0,30.0,277,,2110
Lovely Park Slope Pied a Terre,5651364052,unconfirmed,Craig,Brooklyn,Park Slope,40.67877,-73.97741,United States,US,False,flexible,Entire home/apt,2019.0,449.0,90.0,10,3,2021-10-10,0,3.0,1.0,30,,2110
"Modern, central WBurg 2BR w/rooftop",36424325718,unconfirmed,Krzysztof,Brooklyn,Williamsburg,40.71427,-73.95915,United States,US,False,moderate,Entire home/apt,2008.0,824.0,165.0,60,48,2021-10-10,0,5.0,1.0,182,,2110
Beautiful room in luxury 2 bedroom loft apt,81594540437,verified,Felix,Brooklyn,Bushwick,40.69891,-73.93162,United States,US,True,flexible,Private room,2003.0,618.0,124.0,12,30,2021-10-10,0,3.0,1.0,0,,2110
Spacious Modern Alcove Studio in a Luxury Building,27889295054,unconfirmed,Alexander,Manhattan,Hell's Kitchen,40.76349,-73.99187,United States,US,True,strict,Entire home/apt,2017.0,340.0,68.0,30,44,2021-10-10,0,2.0,1.0,5,,2110
Gorgeous 2 bedroom beach getaway!,42784221348,unconfirmed,Liz,Queens,Rockaway Beach,40.5894,-73.81483,United States,US,True,flexible,Entire home/apt,2005.0,621.0,124.0,2,22,2021-10-10,0,2.0,1.0,0,,2110
Brooklyn at its Best!,30039853429,unconfirmed,Ainslie And John,Brooklyn,Prospect-Lefferts Gardens,40.66073,-73.95545,United States,US,True,strict,Private room,2017.0,896.0,179.0,2,196,2021-10-10,2,4.0,2.0,57,,2110
Home Away From Home2|5 stops to Coney Island Beach,47392381743,verified,Tatyana,Brooklyn,Bensonhurst,40.60859,-73.97754,United States,US,False,strict,Private room,2003.0,456.0,91.0,30,21,2021-10-10,0,3.0,2.0,0,,2110
BKLYN Queen bed room with A/C shared bathroom,45277016091,unconfirmed,Jorge,Brooklyn,East Flatbush,40.64831,-73.9492,United States,US,False,strict,Entire home/apt,2005.0,1140.0,228.0,5,34,2021-10-10,0,4.0,3.0,351,,2110
Beautiful & Comfortable Apartment in Brooklyn!,13554619085,unconfirmed,Joseph,Brooklyn,Bensonhurst,40.61787,-73.99968,United States,US,True,strict,Entire home/apt,2022.0,986.0,197.0,30,64,2021-10-10,1,4.0,2.0,365,,2110
Beautiful Bright and sunny - Best location in NYC!,65186586584,unconfirmed,Nancy,Manhattan,East Village,40.72524,-73.98942,United States,US,True,moderate,Entire home/apt,2016.0,431.0,86.0,6,29,2021-10-10,0,4.0,1.0,16,,2110
"HEART of MANHATTAN, NEW YORK, US",29732840013,unconfirmed,Lara Nicole,Manhattan,Hell's Kitchen,40.76762,-73.98485,United States,US,False,moderate,Private room,2014.0,625.0,125.0,28,9,2021-10-10,0,2.0,4.0,365,,2110
Amazing room #1,71698006608,verified,Frank,Brooklyn,Williamsburg,40.71717,-73.94916,United States,US,False,strict,Private room,2008.0,767.0,153.0,30,25,2021-10-10,0,5.0,7.0,299,,2110
"Large, Sunny Private Bedroom in Kingsbridge, Bronx",56531234979,unconfirmed,Isaac,Bronx,Fordham,40.869,-73.89349,United States,US,False,flexible,Private room,2021.0,679.0,136.0,7,24,2021-10-10,0,3.0,1.0,29,,2110
"Large  Lux Apt, Full Kitchen, 24/7 Onsite Team",81987014043,unconfirmed,Aka,Manhattan,Midtown,40.76512,-73.97481,United States,US,True,moderate,Entire home/apt,2011.0,855.0,171.0,7,2,2021-10-10,0,2.0,11.0,363,,2110
Cute Williamsburg studio,41595090037,unconfirmed,Caleb,Brooklyn,Williamsburg,40.71668,-73.9573,United States,US,False,moderate,Entire home/apt,2012.0,780.0,156.0,30,5,2021-10-10,0,3.0,1.0,87,,2110
Experience Serernity~Hamilton Heights,71937872241,verified,Allan C.,Manhattan,Harlem,40.83054,-73.94692,United States,US,False,moderate,Private room,2009.0,713.0,143.0,1,4,2021-10-10,0,3.0,6.0,142,,2110
"Bright and Beautiful, Private Garden",19371098320,verified,Benjamin,Brooklyn,Sunset Park,40.66619,-73.99485,United States,US,True,moderate,Entire home/apt,2004.0,320.0,64.0,30,6,2021-10-10,0,4.0,2.0,365,,2110
The cutest little bungalow in Rockaway!,340896410,unconfirmed,Lauren,Queens,Arverne,40.59369,-73.79329,United States,US,False,strict,Entire home/apt,2022.0,531.0,106.0,2,21,2021-10-10,0,4.0,1.0,149,,2110
"Large living room, near transit, gym, super clean",71764292155,verified,Marguerite,Brooklyn,East Flatbush,40.63195,-73.94581,United States,US,True,strict,Entire home/apt,2013.0,1173.0,235.0,2,20,2021-10-10,0,2.0,1.0,124,,2110
Quiet 1BR Apt in West Village/NYU,55216176594,unconfirmed,Kim,Manhattan,West Village,40.73661,-74.00945,United States,US,True,strict,Entire home/apt,2017.0,735.0,147.0,2,11,2021-10-10,0,2.0,1.0,2,,2110
"Sohotel, Standard Triple",1435578444,unconfirmed,Sohotel,Manhattan,Little Italy,40.71933,-73.994843,United States,US,False,flexible,Private room,2010.0,170.0,34.0,1,1,2021-10-10,0,4.0,14.0,229,,2110
Private Room in Coliving | PACE University 20min,12864022326,verified,SharedEasy,Brooklyn,Bedford-Stuyvesant,40.68074,-73.94437,United States,US,False,moderate,Private room,2007.0,199.0,40.0,30,6,2021-10-10,0,2.0,8.0,302,,2110
Cozy Ambience,56353949283,unconfirmed,Carleen,Bronx,Allerton,40.86823,-73.85762,United States,US,True,flexible,Entire home/apt,2007.0,569.0,114.0,30,3,2021-10-10,0,4.0,1.0,365,,2110
Lovely home,35572546042,unconfirmed,Ligia,Manhattan,Washington Heights,40.83365,-73.94143,United States,US,False,flexible,Private room,2008.0,509.0,102.0,30,1,2021-10-10,0,2.0,1.0,179,,2110
Chelsea One Bedroom with Stunning City Views,24402012850,verified,Ken,Manhattan,Chelsea,40.75162,-73.99347,United States,US,False,moderate,Entire home/apt,2021.0,584.0,117.0,30,3,2021-10-10,0,2.0,86.0,358,,2110
"Gild Hall - Luxury Hotel, Premium King Guestroom",93609997455,unconfirmed,Gild Hall,Manhattan,Financial District,40.70681,-74.00755,United States,US,True,strict,Private room,2021.0,437.0,87.0,1,12,2021-10-10,0,3.0,9.0,363,,2110
Gramercy Loft-Studio/Prime Location ~W&D in unit~,28258160795,unconfirmed,Jt,Manhattan,Kips Bay,40.74075,-73.98079,United States,US,True,flexible,Entire home/apt,2007.0,458.0,92.0,30,4,2021-10-10,0,5.0,59.0,148,,2110
Beautiful King Bed Hotel Room,61622020780,verified,Justin,Manhattan,Financial District,40.70608,-74.0036,United States,US,True,moderate,Private room,2019.0,1191.0,238.0,1,28,2021-10-10,2,4.0,102.0,22,,2110
"Gorgeous city view from Greenpoint, Brooklyn 2BR",46535342497,unconfirmed,Andy,Brooklyn,Greenpoint,40.72866,-73.95938,United States,US,True,flexible,Entire home/apt,2004.0,847.0,169.0,2,13,2021-10-10,1,3.0,1.0,0,,2110
Charming Standard Suite at Times SQ Boutique Hotel,97523162270,verified,Blake,Manhattan,Theater District,40.7608,-73.98536,United States,US,True,moderate,Private room,2019.0,499.0,100.0,1,11,2021-10-10,1,2.0,66.0,364,,2110
Charming Brooklyn Studio,38248572794,verified,Raquel,Brooklyn,Crown Heights,40.6731,-73.93499,United States,US,False,moderate,Entire home/apt,2020.0,144.0,29.0,30,2,2021-10-10,0,5.0,1.0,0,,2110
Private Soho Loft,32373436727,verified,Natalie,Manhattan,SoHo,40.72439,-73.99853,United States,US,True,moderate,Entire home/apt,2006.0,249.0,50.0,2,3,2021-10-10,0,4.0,1.0,169,,2110
Modern and Cozy/2 bedrooms.,78735328054,unconfirmed,Ilene,Staten Island,Oakwood,40.55922,-74.11809,United States,US,True,strict,Entire home/apt,2010.0,197.0,39.0,2,5,2021-10-10,0,5.0,7.0,175,,2110
The best place for your party,18693044624,unconfirmed,Lova,Queens,Forest Hills,40.73428,-73.84693,United States,US,True,flexible,Entire home/apt,2022.0,766.0,153.0,1,2,2021-10-10,0,5.0,2.0,358,,2110
Trendy Top Floor Brooklyn Oasis,95372973230,verified,Ella,Brooklyn,Bedford-Stuyvesant,40.68086,-73.95013,United States,US,False,strict,Entire home/apt,2011.0,1037.0,207.0,2,3,2021-10-10,0,5.0,1.0,0,,2110
Beautiful South Slope 1 BR!,10301747267,unconfirmed,Zach,Brooklyn,South Slope,40.66169,-73.98649,United States,US,True,flexible,Entire home/apt,2013.0,915.0,183.0,6,5,2021-10-10,0,3.0,2.0,0,,2110
"Cozy 1 Bed Garden
Pets 4/20
French Italian Spanish",70725814271,verified,Stas,Brooklyn,Crown Heights,40.67405,-73.95995,United States,US,False,flexible,Private room,2017.0,268.0,54.0,1,2,2021-10-10,0,5.0,1.0,344,,2110
cheerful residential Home with free parking.,72403298145,verified,Nen,Staten Island,Rosebank,40.61616,-74.06902,United States,US,True,strict,Private room,2021.0,188.0,38.0,2,4,2021-10-10,0,4.0,3.0,362,,2110
Your home away from home,22304144087,verified,Diego,Manhattan,Chelsea,40.74906,-74.00119,United States,US,False,moderate,Private room,2005.0,139.0,28.0,4,6,2021-10-10,0,3.0,1.0,24,,2110
Cozy NYC room near LGA and JFK airports,47730459616,verified,Seabelo,Queens,Jamaica Estates,40.72029,-73.79928,United States,US,True,flexible,Shared room,2017.0,643.0,129.0,1,4,2021-10-10,0,4.0,5.0,365,,2110
NYC Duplex Home 15 Min to TSQ & LGA with parking,39743513980,unconfirmed,Guo,Queens,Maspeth,40.731091,-73.902618,United States,US,False,moderate,Entire home/apt,2011.0,1148.0,230.0,30,3,2021-10-10,0,2.0,2.0,234,,2110
Long Term Private ROOM close to TSq,13508023749,unconfirmed,Alex,Manhattan,Hell's Kitchen,40.75724,-73.99549,United States,US,True,moderate,Private room,2011.0,768.0,154.0,30,1,2021-10-10,0,3.0,50.0,340,,2110
Artists Loft in Chelsea,5901584930,unconfirmed,Lisa,Manhattan,Chelsea,40.74963,-74.006,United States,US,False,moderate,Entire home/apt,2015.0,290.0,58.0,14,1,2021-10-10,0,4.0,2.0,208,,2110
New York City's newest and best hotel! King bed,81924115449,unconfirmed,Bill,Manhattan,Midtown,40.75156,-73.98333,United States,US,True,moderate,Private room,2008.0,59.0,12.0,1,2,2021-10-10,0,2.0,23.0,27,,2110
King Bed! New York City's newest and best Hotel!,70810530708,verified,Bill,Manhattan,Midtown,40.75099,-73.98466,United States,US,False,moderate,Private room,2018.0,954.0,191.0,1,2,2021-10-10,0,3.0,23.0,27,,2110
"""Beautiful place, 15 to 20 minutes from Manhattan",46194405754,unconfirmed,Henry,Queens,East Elmhurst,40.75547,-73.88614,United States,US,False,strict,Entire home/apt,2011.0,886.0,177.0,2,1,2021-10-10,0,4.0,1.0,363,,2110
Large Room in private Brownstone in Park Slope,40596126435,verified,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,United States,US,False,moderate,Private room,2003.0,169.0,34.0,3,58,2021-10-09,0,4.0,3.0,350,,2110
Quiet Williamsburg apartment,49758562505,verified,Jae,Brooklyn,Williamsburg,40.70981,-73.94865,United States,US,True,flexible,Entire home/apt,2014.0,709.0,142.0,30,220,2021-10-09,2,4.0,2.0,103,,2110
Family-friendly 3 bedroom apt just ON Central Park,63947016363,unconfirmed,Roi,Manhattan,Upper West Side,40.79671,-73.96225,United States,US,True,strict,Entire home/apt,2019.0,455.0,91.0,30,21,2021-10-09,0,5.0,1.0,106,,2110
Houseboat in the Rockaways,505051215,verified,Ambrose And Florence,Queens,Arverne,40.59559,-73.78886,United States,US,True,moderate,Entire home/apt,2008.0,305.0,61.0,1,67,2021-10-09,0,3.0,1.0,63,,2110
Casa Nolita: Clean & Charming Loft 1 Bed Apt SoHo,11655317838,unconfirmed,Stephen,Manhattan,SoHo,40.72346,-73.99732,United States,US,True,strict,Entire home/apt,2020.0,303.0,61.0,30,44,2021-10-09,1,4.0,1.0,0,,2110
Attractive one bedroom suite in midtown Manhattan,24854071155,unconfirmed,Stanley,Manhattan,Murray Hill,40.74926,-73.97643,United States,US,True,flexible,Entire home/apt,2013.0,801.0,160.0,30,4,2021-10-09,0,2.0,83.0,364,,2110
Large bayfront Apt in Rockaway Beach,1433284897,verified,Alexa,Queens,Rockaway Beach,40.59135,-73.81148,United States,US,False,moderate,Entire home/apt,2012.0,918.0,184.0,6,38,2021-10-09,0,4.0,1.0,304,,2110
Beach House,68518577599,unconfirmed,Joe,Queens,Rockaway Beach,40.59035,-73.80217,United States,US,True,flexible,Entire home/apt,2007.0,469.0,94.0,3,79,2021-10-09,1,4.0,1.0,274,,2110
Sunny park view room in Harlem brownstone,40214993190,verified,Judie And Steven,Manhattan,Harlem,40.81969,-73.94667,United States,US,True,moderate,Private room,2010.0,195.0,39.0,30,80,2021-10-09,1,4.0,5.0,248,,2110
Sunny and Bright Room,97756999734,unconfirmed,Claudina,Brooklyn,Bedford-Stuyvesant,40.69448,-73.93722,United States,US,False,flexible,Private room,2009.0,409.0,82.0,2,5,2021-10-09,0,2.0,4.0,363,,2110
Bronx House #4_3,27996978022,unconfirmed,Steve,Bronx,Morris Park,40.8522,-73.85009,United States,US,False,moderate,Private room,2017.0,1078.0,216.0,15,1,2021-10-09,0,4.0,6.0,76,,2110
Beautiful Studio Apartment in East Harlem,65150255899,unconfirmed,Andrew,Manhattan,East Harlem,40.80008,-73.93762,United States,US,False,moderate,Entire home/apt,2014.0,111.0,22.0,14,17,2021-10-09,0,3.0,1.0,90,,2110
Spacious room with a double bed in heart of BK,59705317378,unconfirmed,Stella,Brooklyn,Bushwick,40.69159,-73.91556,United States,US,False,flexible,Private room,2012.0,939.0,188.0,31,80,2021-10-09,1,4.0,3.0,279,,2110
Loft 15min away from Manhattan,44182246736,unconfirmed,Allison,Queens,Long Island City,40.75232,-73.95083,United States,US,False,strict,Entire home/apt,2018.0,537.0,107.0,4,28,2021-10-09,0,3.0,1.0,1,,2110
POSH RENOVATED APARTMENT WITH HIGH CEILINGS!,47696133036,unconfirmed,Raquel,Brooklyn,Bedford-Stuyvesant,40.6903,-73.95507,United States,US,True,flexible,Entire home/apt,2018.0,778.0,156.0,4,19,2021-10-09,0,4.0,1.0,236,,2110
Cozy & Charming Upper Manhattan Apt (can fit 4),73610187575,verified,Alonso,Manhattan,Harlem,40.82456,-73.94104,United States,US,True,strict,Entire home/apt,2013.0,849.0,170.0,1,17,2021-10-09,0,5.0,1.0,0,,2110
"Modern UES 1BR w/ Gym, Doorman, Stunning Roof, by Blueground",31759913186,unconfirmed,Blueground,Manhattan,Upper East Side,40.775944,-73.955589,United States,US,False,moderate,Entire home/apt,2010.0,687.0,137.0,30,1,2021-10-09,0,2.0,332.0,245,,2110
Lovely Room |Private BATHROOM,29811306211,verified,Kristina & Jack,Queens,Ridgewood,40.70038,-73.9039,United States,US,False,flexible,Private room,2012.0,1029.0,206.0,30,3,2021-10-09,0,4.0,24.0,334,,2110
New Studio in the heart of the East Village,40426149814,verified,Jeremy,Manhattan,East Village,40.72797,-73.98704,United States,US,True,strict,Entire home/apt,2016.0,687.0,137.0,60,4,2021-10-09,0,5.0,23.0,103,,2110
Spacious & Luxurious Apartment,58788463011,unconfirmed,Rosela,Brooklyn,Sheepshead Bay,40.58354,-73.95978,United States,US,True,flexible,Private room,2017.0,960.0,192.0,2,15,2021-10-09,1,5.0,1.0,89,,2110
Single room #8,17331447299,verified,Frank,Brooklyn,Williamsburg,40.71859,-73.95089,United States,US,False,moderate,Private room,2021.0,428.0,86.0,30,2,2021-10-09,0,2.0,7.0,365,,2110
BR#2,69733662522,verified,Rafael,Queens,East Elmhurst,40.76124,-73.86912,United States,US,False,flexible,Private room,2014.0,280.0,56.0,1,12,2021-10-09,1,5.0,6.0,179,,2110
King Bed! New York City's newest and best hotel!,36316208182,unconfirmed,Bill,Manhattan,Midtown,40.75122,-73.98265,United States,US,False,moderate,Private room,2013.0,118.0,24.0,1,1,2021-10-09,0,3.0,23.0,27,,2110
King Bed! New York City's newest and best hotel!,91569347417,verified,Bill,Manhattan,Midtown,40.75117,-73.98477,United States,US,False,moderate,Private room,2005.0,1170.0,234.0,1,3,2021-10-09,0,3.0,23.0,27,,2110
Barclays Beauty Haven (Entire Place),56944678310,unconfirmed,Chana,Brooklyn,Park Slope,40.68025,-73.97622,United States,US,False,flexible,Entire home/apt,2004.0,545.0,109.0,3,1,2021-10-09,0,3.0,2.0,0,,2110
large spacious room,52235710293,unconfirmed,Ana,Brooklyn,Crown Heights,40.67432,-73.94744,United States,US,True,moderate,Private room,2018.0,467.0,93.0,30,126,2021-10-08,1,4.0,3.0,364,,2110
Manhattan very spacious beautiful room.,30526751730,verified,Lupi,Manhattan,Harlem,40.82106,-73.95605,United States,US,True,flexible,Private room,2011.0,460.0,92.0,2,77,2021-10-08,0,4.0,4.0,124,,2110
Charming 1 bedroom Apartment,98408795966,unconfirmed,Char,Manhattan,Harlem,40.80445,-73.95223,United States,US,False,moderate,Entire home/apt,2011.0,572.0,114.0,30,82,2021-10-08,1,5.0,1.0,112,,2110
Cozy Apartment in the Heart of NYC,22482435425,unconfirmed,Azeez,Manhattan,Lower East Side,40.72125,-73.98847,United States,US,True,flexible,Entire home/apt,2017.0,620.0,124.0,28,2,2021-10-08,0,3.0,5.0,50,,2110
Sunlit Red Hook Pied-à-terre,53504045579,unconfirmed,Steve,Brooklyn,Columbia St,40.68,-74.01205,United States,US,False,flexible,Private room,2011.0,481.0,96.0,2,116,2021-10-08,2,5.0,2.0,33,,2110
Charming pre-war near Central Park,27622231619,unconfirmed,Maimouna,Manhattan,Harlem,40.79879,-73.95365,United States,US,False,strict,Entire home/apt,2003.0,477.0,95.0,30,18,2021-10-08,0,3.0,1.0,45,,2110
10th btw 5/6 Ave - A special place in Park Slope,7598801114,unconfirmed,Kyla,Brooklyn,South Slope,40.66726,-73.98673,United States,US,True,moderate,Entire home/apt,2022.0,558.0,112.0,30,99,2021-10-08,1,3.0,3.0,63,,2110
Sunny Cozy Central Harlem Haven,37822949106,unconfirmed,Aimee,Manhattan,East Harlem,40.81333,-73.93489,United States,US,False,flexible,Entire home/apt,2018.0,615.0,123.0,10,3,2021-10-08,0,4.0,1.0,81,,2110
Superior Queen Room with City View,55467144058,verified,The Wall Street Inn,Manhattan,Financial District,40.70462,-74.01027,United States,US,True,strict,Private room,2008.0,1139.0,228.0,1,2,2021-10-08,0,5.0,9.0,297,,2110
"Cozy room@Queens! Same area W/Target,Costco, IKEA",37747573461,verified,Soya,Queens,Rego Park,40.72477,-73.85691,United States,US,False,flexible,Private room,2015.0,76.0,15.0,30,1,2021-10-08,0,3.0,171.0,60,,2110
"Cozy room@Queens! Same area W/Target,Costco, IKEA",36780883379,verified,Momoyo,Queens,Rego Park,40.72465,-73.85892,United States,US,True,strict,Private room,2016.0,632.0,126.0,30,1,2021-10-08,0,2.0,126.0,56,,2110
"NEW!! Spacious room2, cozy apartment",59950716016,unconfirmed,Fei,Queens,Maspeth,40.73521,-73.89534,United States,US,True,strict,Private room,2008.0,75.0,15.0,1,2,2021-10-08,0,3.0,9.0,123,,2110
Calm airy top floor W'burgh 1.5 bed,56284561939,unconfirmed,Jen,Brooklyn,Williamsburg,40.71783,-73.94539,United States,US,False,strict,Entire home/apt,2022.0,580.0,116.0,3,44,2021-10-07,0,3.0,1.0,324,,2110
Park Slope Garden Level Studio,31671105483,verified,Christiana,Brooklyn,Park Slope,40.66793,-73.9809,United States,US,False,strict,Entire home/apt,2004.0,139.0,28.0,30,58,2021-10-07,0,3.0,1.0,162,,2110
Prime Upper West Side family home top floor,6938539297,unconfirmed,John,Manhattan,Upper West Side,40.78978,-73.96957,United States,US,True,moderate,Entire home/apt,2012.0,536.0,107.0,30,104,2021-10-07,1,3.0,1.0,173,,2110
Experience Zen Williamsburg Life,2598633112,unconfirmed,Brennan,Brooklyn,Williamsburg,40.70852,-73.96122,United States,US,True,moderate,Private room,2010.0,53.0,11.0,30,55,2021-10-07,1,4.0,1.0,0,,2110
Brooklyn Room with a View on tree-lined street.,17827631649,unconfirmed,Claire,Brooklyn,Flatbush,40.64051,-73.96786,United States,US,False,strict,Private room,2017.0,845.0,169.0,30,141,2021-10-07,2,4.0,1.0,79,,2110
Great apartment park slope,25631045584,unconfirmed,Fred,Brooklyn,Gowanus,40.66757,-73.99121,United States,US,False,moderate,Entire home/apt,2010.0,937.0,187.0,10,8,2021-10-07,0,2.0,2.0,107,,2110
Cozy Apartment Across from Prospect Park,31823086261,verified,Gabi,Brooklyn,Prospect-Lefferts Gardens,40.66029,-73.96175,United States,US,True,strict,Entire home/apt,2021.0,145.0,29.0,3,5,2021-10-07,0,2.0,1.0,0,,2110
温馨小单房（公用卫生间）,65603536935,verified,Liqing,Queens,Flushing,40.74209,-73.81727,United States,US,False,strict,Private room,2010.0,1166.0,233.0,30,13,2021-10-07,0,2.0,5.0,89,,2110
"Modern Studio, Rooftop Views 20 min to Manhattan.",78108843632,unconfirmed,Amanda,Brooklyn,Bedford-Stuyvesant,40.69462,-73.9462,United States,US,True,moderate,Entire home/apt,2012.0,380.0,76.0,4,3,2021-10-07,0,3.0,1.0,0,,2110
Chelsea apt for extended & long term stay,14526970338,unconfirmed,Erik,Manhattan,Chelsea,40.74285,-74.00149,United States,US,False,strict,Private room,2017.0,840.0,168.0,30,27,2021-10-06,0,2.0,1.0,212,,2110
1BR prime location~Colombus Circle~Elevator~W/D,69513152802,unconfirmed,Eran,Manhattan,Hell's Kitchen,40.76688,-73.98644,United States,US,False,moderate,Entire home/apt,2006.0,233.0,47.0,30,9,2021-10-06,0,4.0,33.0,245,,2110
Floor 35th in the heart of New York,3960346264,verified,Ricardo,Manhattan,Theater District,40.75728,-73.98253,United States,US,False,flexible,Hotel room,2008.0,1193.0,239.0,30,131,2021-10-06,1,2.0,1.0,365,,2110
Big! 2.5 BR Heart of West Village,96286066961,verified,Doug,Manhattan,West Village,40.7327,-74.00449,United States,US,False,flexible,Entire home/apt,2011.0,344.0,69.0,4,152,2021-10-06,2,3.0,1.0,0,,2110
Spacious/Beautiful Private Room,26420927366,verified,Sandra,Brooklyn,Greenpoint,40.72576,-73.95385,United States,US,False,flexible,Private room,2008.0,697.0,139.0,30,120,2021-10-06,1,4.0,1.0,249,,2110
Serenity & Charm in Brooklyn's Best Area (Legal),95136754109,unconfirmed,Viviana,Brooklyn,South Slope,40.66669,-73.98974,United States,US,False,moderate,Entire home/apt,2004.0,516.0,103.0,30,179,2021-10-06,2,4.0,3.0,127,,2110
Brooklyn Brownstone (green bedroom - double bed),95733885702,unconfirmed,Julie,Brooklyn,South Slope,40.66209,-73.9795,United States,US,False,strict,Private room,2008.0,70.0,14.0,5,20,2021-10-06,0,4.0,2.0,87,,2110
JFK Queens Home Away From Home House Of Suedajoy 2,86022706855,verified,Suzan,Queens,Jamaica,40.67162,-73.77911,United States,US,False,strict,Private room,2012.0,1052.0,210.0,1,179,2021-10-06,3,5.0,6.0,92,,2110
Renovated Bathroom and Floor + No kitchen,71909472279,verified,Momoyo,Queens,Woodside,40.7413,-73.89735,United States,US,True,strict,Private room,2007.0,993.0,199.0,30,4,2021-10-06,0,2.0,126.0,57,,2110
Sunny Hamilton Heights Apartment,64474400466,verified,Folami,Manhattan,Harlem,40.8303,-73.94079,United States,US,True,flexible,Entire home/apt,2003.0,53.0,11.0,30,27,2021-10-06,0,4.0,1.0,64,,2110
"Cute, quiet and bright midtown bedroom",29125109827,unconfirmed,Walter,Manhattan,Hell's Kitchen,40.76114,-73.99095,United States,US,False,moderate,Private room,2006.0,192.0,38.0,30,1,2021-10-06,0,4.0,2.0,51,,2110
Sonder Chambers | Superior King Suite w/ Terrace,25058899813,unconfirmed,Sonder (NYC),Manhattan,Midtown,40.76404,-73.97421,United States,US,False,moderate,Private room,2012.0,708.0,142.0,2,3,2021-10-06,0,2.0,54.0,189,,2110
